"Player_initial_last";"tournament id";"pos";"strokes";"n_rounds";"made_cut";"sg_ott";"sg_app";"sg_arg";"sg_putt";"sg_total"
"S. Reeves";401353204;"NA";141;2;0;0.22;-1.02;-0.4;-1.18;-2.37
"S. Ryder";401353204;"63";276;4;1;-0.93;-0.09;0.34;-0.4;-1.08
"S. Straka";401353204;"42";271;4;1;-0.4;0.77;-0.27;0.07;0.17
"S. Theegala";401353204;"48";272;4;1;-1.06;-1.06;0.98;1.07;-0.08
"T. Duncan";401353204;"NA";139;2;0;-0.44;-0.4;0.2;-0.73;-1.37
"T. Gooch";401353204;"27";268;4;1;0.39;0.16;0.34;0.03;0.92
"T. Hoge";401353204;"NA";138;2;0;0.06;-0.43;0.05;-0.55;-0.87
"T. Kanaya";401353204;"NA";137;2;0;0.03;-0.58;-0.3;0.48;-0.37
"T. Mullinax";401353204;"NA";139;2;0;0.29;0.44;-0.39;-1.72;-1.37
"T. Pendrith";401353204;"NA";141;2;0;-0.4;-0.23;-0.21;-1.54;-2.37
"V. Taylor";401353204;"42";271;4;1;0.02;0.34;0.54;-0.73;0.17
"V. Whaley";401353204;"17";266;4;1;-0.34;-0.3;0.68;1.38;1.42
"W. Bryan";401353204;"27";268;4;1;-0.93;0.72;0.11;1.02;0.92
"W. McGirt";401353204;"NA";139;2;0;-0.42;0.1;-0.22;-0.83;-1.37
"W. Simpson";401353204;"61";275;4;1;-0.65;-0.71;0.32;0.21;-0.83
"Z. Johnson";401353204;"NA";136;2;0;-0.1;-0.13;0.17;0.18;0.13
"A. Ancer";401353203;"35";282;4;1;-0.4;-0.66;-0.53;-0.69;-2.28
"B. Grace";401353203;"33";279;4;1;-0.26;-0.01;-0.7;-0.56;-1.53
"B. Horschel";401353203;"23";275;4;1;-0.06;-2.1;0.82;0.8;-0.53
"B. Koepka";401353203;"28";277;4;1;-0.9;0.37;0.39;-0.89;-1.03
"C. Davis";401353203;"10";269;4;1;0.58;0.0;0.21;0.18;0.97
"C. Morikawa";401353203;"5";267;4;1;0.91;0.87;-0.43;0.11;1.47
"C. Smith";401353203;"1";258;4;1;1.0;0.68;0.42;1.62;3.72
"D. Berger";401353203;"5";267;4;1;0.44;1.6;0.36;-0.94;1.47
"G. Higgo";401353203;"25";276;4;1;-0.33;0.29;-0.4;-0.34;-0.78
"H. English";401353203;"30";278;4;1;-1.33;-0.19;0.53;-0.29;-1.28
"H. Matsuyama";401353203;"13";271;4;1;-0.33;0.88;0.45;-0.52;0.47
"J. Dahmen";401353203;"28";277;4;1;0.25;0.08;-0.89;-0.47;-1.03
"J. Kokrak";401353203;"38";285;4;1;-0.48;-1.07;-0.17;-1.31;-3.03
"J. Rahm";401353203;"2";259;4;1;0.66;1.31;0.43;1.07;3.47
"J. Spieth";401353203;"21";274;4;1;-0.08;-0.87;0.09;0.58;-0.28
"J. Thomas";401353203;"5";267;4;1;0.76;0.31;0.53;-0.14;1.47
"K. Kisner";401353203;"8";268;4;1;-0.87;0.68;0.06;1.35;1.22
"K. Lee";401353203;"33";279;4;1;0.33;-0.8;-0.41;-0.65;-1.53
"K. Na";401353203;"13";271;4;1;-0.14;0.63;0.11;-0.13;0.47
"L. Glover";401353203;"35";282;4;1;0.55;-1.25;0.4;-1.98;-2.28
"L. Herbert";401353203;"37";284;4;1;-1.66;-1.89;0.0;0.77;-2.78
"M. Homa";401353203;"15";272;4;1;0.01;-0.25;-0.43;0.89;0.22
"M. Jones";401353203;"3";260;4;1;0.67;0.23;0.73;1.58;3.22
"M. Leishman";401353203;"10";269;4;1;0.12;0.53;-0.39;0.71;0.97
"P. Cantlay";401353203;"4";266;4;1;0.58;0.89;0.01;0.23;1.72
"P. Mickelson";401353203;"30";278;4;1;-0.44;-0.73;0.05;-0.15;-1.28
"P. Reed";401353203;"15";272;4;1;-0.96;0.05;-0.07;1.2;0.22
"S. Burns";401353203;"19";273;4;1;-0.17;-0.32;0.17;0.29;-0.03
"S. Cink";401353203;"21";274;4;1;0.56;0.16;-0.03;-0.97;-0.28
"S. Im";401353203;"8";268;4;1;0.59;0.01;0.1;0.52;1.22
"S. Kim";401353203;"23";275;4;1;0.42;-1.35;0.26;0.14;-0.53
"S. Power";401353203;"15";272;4;1;0.04;0.34;0.04;-0.21;0.22
"T. Finau";401353203;"19";273;4;1;0.36;0.08;0.06;-0.53;-0.03
"T. Gooch";401353203;"15";272;4;1;0.35;0.18;0.27;-0.59;0.22
"V. Hovland";401353203;"30";278;4;1;0.04;1.03;-1.55;-0.81;-1.28
"X. Schauffele";401353203;"12";270;4;1;0.04;-0.07;0.19;0.55;0.72
"A. Cook";401353202;"NA";146;2;0;-5.04;0.99;-0.65;-2.0;-3.51
"A. Hadwin";401353202;"51";278;4;1;-0.43;-0.71;0.08;0.63;0.09
"A. Lahiri";401353202;"NA";141;2;0;0.16;-1.58;0.03;-0.65;-0.67
"A. Landry";401353202;"NA";143;2;0;-0.29;0.33;-1.21;-2.86;-1.67
"A. Long";401353202;"16";271;4;1;0.38;-0.37;-0.53;2.41;1.84
"A. Noren";401353202;"NA";143;2;0;-1.22;-2.94;-0.04;-0.49;-2.01
"A. Putnam";401353202;"NA";141;2;0;-0.04;0.99;-0.04;-0.6;-1.01
"A. Rai";401353202;"16";271;4;1;0.52;1.88;-0.52;0.34;1.84
"A. Scott";401353202;"37";275;4;1;0.79;0.45;-0.45;-0.45;0.67
"A. Smalley";401353202;"NA";139;2;0;1.46;-0.1;-0.56;-1.5;-0.01
"A. Svensson";401353202;"NA";139;2;0;1.31;-0.49;-0.4;2.54;0.33
"B. Burgoon";401353202;"NA";139;2;0;-1.49;0.47;0.72;-0.38;-0.01
"B. Crane";401353202;"NA";143;2;0;0.31;1.59;-0.18;0.24;-1.67
"B. Garnett";401353202;"NA";139;2;0;1.03;-0.24;-0.37;-0.1;-0.01
"B. Gay";401353202;"40";276;4;1;-0.32;-0.03;0.11;0.91;0.42
"B. Grace";401353202;"NA";142;2;0;-0.03;-2.39;-0.95;-0.67;-1.17
"B. Haas";401353202;"47";277;4;1;-0.64;-0.04;0.04;-0.14;0.34
"B. Hagy";401353202;"NA";139;2;0;-1.63;-0.7;1.16;3.48;-0.01
"B. Harman";401353202;"61";280;4;1;-0.34;-0.5;-0.6;0.44;-0.58
"B. Snedeker";401353202;"47";277;4;1;-0.91;0.67;0.23;0.23;0.34
"B. Steele";401353202;"51";278;4;1;1.1;-0.41;-0.75;-1.26;-0.08
"B. Stuard";401353202;"NA";139;2;0;-0.21;1.5;0.3;-0.62;0.33
"B. Todd";401353202;"NA";139;2;0;-1.55;1.47;1.31;-0.92;-0.01
"B. Wu";401353202;"NA";147;2;0;-1.07;-2.62;0.23;0.42;-3.67
"C. Conners";401353202;"22";272;4;1;0.68;1.4;-0.56;-0.18;1.42
"C. Davis";401353202;"NA";143;2;0;-1.34;0.8;1.47;0.04;-1.67
"C. Hadley";401353202;"NA";139;2;0;0.03;1.72;0.33;1.23;-0.01
"C. Howell III";401353202;"16";271;4;1;1.1;-0.14;0.43;0.84;1.84
"C. Kirk";401353202;"NA";141;2;0;0.19;0.44;0.3;-1.63;-1.01
"C. Reavie";401353202;"26";273;4;1;-0.25;1.19;-0.1;-0.95;1.34
"C. Smith";401353202;"4";267;4;1;-0.17;1.51;0.52;1.15;2.67
"C. Stroud";401353202;"NA";143;2;0;-0.33;-1.76;-1.58;-1.37;-1.67
"C. Thompson";401353202;"NA";146;2;0;0.64;-1.28;-0.26;-1.13;-3.17
"C. Villegas";401353202;"NA";143;2;0;-0.64;-1.36;0.2;-0.24;-1.67
"C. Young";401353202;"29";274;4;1;0.26;-0.14;-0.3;0.85;0.92
"D. Frittelli";401353202;"NA";149;2;0;-0.21;-1.02;-1.0;-0.47;-5.01
"D. Ghim";401353202;"40";276;4;1;0.59;-0.41;0.26;-0.43;0.42
"D. Hearn";401353202;"NA";142;2;0;-0.29;-0.91;-0.8;-1.04;-1.17
"D. Lee";401353202;"NA";140;2;0;0.96;0.06;-0.32;-0.73;-0.17
"D. Lipsky";401353202;"NA";139;2;0;0.86;0.29;0.06;-1.91;-0.01
"D. Love III";401353202;"68";283;4;1;0.36;-1.08;-0.47;-0.58;-1.16
"D. McCarthy";401353202;"10";269;4;1;-0.28;0.75;0.34;1.85;2.17
"D. Redman";401353202;"NA";140;2;0;0.46;-0.14;-0.99;-3.37;-0.17
"D. Riley";401353202;"NA";140;2;0;1.27;-0.42;-0.59;-0.95;-0.51
"D. Thompson";401353202;"NA";144;2;0;-1.37;2.94;-0.75;-2.86;-2.17
"D. Trahan";401353202;"NA";139;2;0;-0.79;1.29;0.67;1.8;0.33
"D. Wu";401353202;"51";278;4;1;-1.11;0.72;-0.91;0.52;0.09
"E. Grillo";401353202;"NA";140;2;0;-1.14;-0.12;-0.32;-0.11;-0.51
"G. Sigg";401353202;"NA";139;2;0;1.11;1.6;0.0;-0.15;-0.01
"H. Buckley";401353202;"NA";139;2;0;-0.3;1.37;-2.09;0.33;-0.01
"H. English";401353202;"NA";139;2;0;1.91;-1.5;-0.56;1.12;0.33
"H. Higgs";401353202;"NA";141;2;0;0.86;-4.78;0.06;0.17;-1.01
"H. Lebioda";401353202;"NA";144;2;0;0.83;0.42;1.03;0.02;-2.51
"H. Norlander";401353202;"NA";142;2;0;1.18;-0.52;-0.51;-1.85;-1.51
"H. Swafford";401353202;"NA";143;2;0;-1.43;3.71;-0.7;-1.63;-1.67
"J. Blixt";401353202;"NA";150;2;0;0.69;-0.44;-0.17;-2.11;-5.17
"J. Bramlett";401353202;"NA";146;2;0;0.03;-1.38;-0.55;-2.8;-3.51
"J. Byrd";401353202;"37";275;4;1;-1.45;0.68;0.8;0.64;0.67
"J. Dahmen";401353202;"29";274;4;1;0.86;-0.31;-0.57;1.36;0.92
"J. Day";401353202;"NA";139;2;0;1.21;-0.17;0.88;0.04;0.33
"J. Herman";401353202;"47";277;4;1;-0.34;-0.54;0.22;-0.34;0.17
"J. Huh";401353202;"12";270;4;1;0.35;0.42;0.19;-0.28;1.92
"J. Niemann";401353202;"NA";142;2;0;0.38;0.44;0.57;-2.08;-1.51
"J. Poston";401353202;"NA";146;2;0;-1.87;0.11;-0.25;-2.68;-3.51
"J. Rose";401353202;"12";270;4;1;0.85;0.33;0.43;0.61;2.09
"J. Spaun";401353202;"16";271;4;1;0.41;0.02;0.67;0.57;1.67
"J. Vegas";401353202;"12";270;4;1;0.63;-0.46;0.34;0.71;2.09
"J. Walker";401353202;"NA";145;2;0;-3.2;-0.22;0.88;-0.15;-3.01
"K. Aphibarnrat";401353202;"70";285;4;1;0.4;-1.08;-0.7;-1.28;-1.83
"K. Bradley";401353202;"NA";148;2;0;0.61;0.89;0.86;-3.05;-4.51
"K. Hickok";401353202;"NA";139;2;0;0.17;-1.25;0.03;1.02;0.33
"K. Kisner";401353202;"NA";147;2;0;0.92;-1.63;0.79;-0.12;-3.67
"K. Kitayama";401353202;"NA";145;2;0;-2.27;-1.97;-0.32;-2.48;-2.67
"K. Kraft";401353202;"NA";142;2;0;-0.65;3.4;-0.33;-1.11;-1.51
"K. Mitchell";401353202;"12";270;4;1;1.08;0.48;-0.16;1.16;2.09
"K. Stanley";401353202;"69";284;4;1;0.41;-0.13;-0.52;-1.2;-1.41
"K. Streelman";401353202;"51";278;4;1;0.55;-1.77;0.67;-0.77;-0.08
"K. Tway";401353202;"NA";142;2;0;-3.5;-0.46;-0.04;2.97;-1.17
"L. Donald";401353202;"NA";143;2;0;-3.76;-0.37;1.26;-1.17;-1.67
"L. Glover";401353202;"NA";140;2;0;0.59;0.07;0.1;1.19;-0.17
"L. Griffin";401353202;"40";276;4;1;0.72;0.6;-0.66;-0.99;0.42
"L. Hodges";401353202;"57";279;4;1;0.04;0.03;0.15;-1.66;-0.16
"L. List";401353202;"10";269;4;1;1.42;0.87;0.57;0.03;2.34
"L. Oosthuizen";401353202;"NA";69;1;0;-1.39;-1.92;-0.52;1.13;-2.69
"M. Gligic";401353202;"29";274;4;1;0.42;0.46;0.31;-0.19;0.92
"M. Homa";401353202;"NA";141;2;0;0.87;-1.01;-0.03;0.48;-1.01
"M. Hughes";401353202;"2";263;4;1;0.61;2.08;0.45;0.08;3.84
"M. Jones";401353202;"NA";141;2;0;-0.89;-1.82;1.31;-0.29;-1.01
"M. Kuchar";401353202;"37";275;4;1;0.44;-1.4;0.54;0.76;0.67
"M. NeSmith";401353202;"29";274;4;1;0.37;-0.56;-0.2;0.39;0.92
"M. Pereira";401353202;"29";274;4;1;-0.65;-0.77;-0.07;1.83;0.92
"M. Schwab";401353202;"22";272;4;1;-0.62;0.37;0.45;0.14;1.42
"M. Thompson";401353202;"57";279;4;1;-0.29;-0.56;0.47;-0.62;-0.33
"M. Trainer";401353202;"NA";149;2;0;0.1;-2.23;-1.84;0.28;-5.01
"M. Wallace";401353202;"67";282;4;1;-0.1;-0.98;-0.67;0.1;-1.08
"N. Hardy";401353202;"63";281;4;1;-0.81;-0.96;-0.8;0.24;-0.83
"N. Lashley";401353202;"51";278;4;1;0.06;0.05;0.31;-0.09;-0.08
"N. Watney";401353202;"NA";141;2;0;1.8;0.43;0.27;-1.55;-0.67
"P. Barjon";401353202;"NA";141;2;0;1.07;-1.6;0.18;-0.68;-0.67
"P. Kizzire";401353202;"NA";139;2;0;1.1;-0.66;-1.15;-0.32;0.33
"P. Malnati";401353202;"40";276;4;1;0.18;-0.23;0.23;-0.51;0.42
"P. Rodgers";401353202;"57";279;4;1;-0.2;-0.41;0.2;-0.26;-0.33
"P. Uihlein";401353202;"NA";142;2;0;0.04;0.71;-0.18;-0.61;-1.17
"R. Armour";401353202;"NA";142;2;0;0.87;-0.9;-0.78;0.12;-1.51
"R. Henley";401353202;"22";272;4;1;0.21;-0.18;0.14;0.38;1.59
"R. Knox";401353202;"40";276;4;1;0.37;1.05;-0.43;-1.99;0.42
"R. Sloan";401353202;"61";280;4;1;-0.28;0.22;-0.38;-0.9;-0.58
"R. Streb";401353202;"NA";139;2;0;-0.07;-1.55;0.51;1.07;0.33
"R. Werenski";401353202;"NA";143;2;0;-1.22;-2.08;2.09;0.17;-1.67
"S. Cink";401353202;"NA";145;2;0;-3.15;-0.93;-2.3;0.34;-2.67
"S. Gutschewski";401353202;"NA";143;2;0;0.7;-1.31;0.28;-1.37;-2.01
"S. Jaeger";401353202;"NA";141;2;0;-1.33;0.43;-0.17;1.38;-1.01
"S. Kang";401353202;"63";281;4;1;-1.04;-2.09;0.81;0.88;-0.66
"S. Munoz";401353202;"3";264;4;1;0.67;1.71;0.45;0.83;3.42
"S. Piercy";401353202;"70";285;4;1;-1.52;0.83;-0.28;-1.14;-1.66
"S. Power";401353202;"4";267;4;1;-0.16;1.22;1.12;0.17;2.67
"S. Reeves";401353202;"NA";145;2;0;-1.95;-0.16;-0.43;-1.49;-2.67
"S. Ryder";401353202;"NA";145;2;0;0.55;0.12;-0.02;0.66;-3.01
"S. Scheffler";401353202;"57";279;4;1;0.31;-0.55;-0.06;-0.03;-0.33
"S. Stallings";401353202;"29";274;4;1;-0.89;-0.94;0.4;0.99;1.09
"S. Straka";401353202;"NA";143;2;0;1.2;-1.63;-0.04;-1.23;-2.01
"S. Theegala";401353202;"NA";141;2;0;-0.76;-0.49;-0.17;1.38;-0.67
"T. Duncan";401353202;"NA";142;2;0;1.2;-1.47;0.39;-1.15;-1.17
"T. Gooch";401353202;"1";260;4;1;-0.18;2.09;0.96;1.68;4.59
"T. Hoge";401353202;"4";267;4;1;0.03;1.46;0.63;0.44;2.84
"T. McCumber";401353202;"4";267;4;1;0.64;1.62;-0.06;1.69;2.84
"T. Merritt";401353202;"22";272;4;1;1.01;0.89;0.56;-1.24;1.59
"T. Moore";401353202;"NA";268;4;1;0.63;0.44;0.73;0.75;2.59
"T. Mullinax";401353202;"NA";141;2;0;0.63;-2.32;0.91;0.08;-1.01
"T. Pendrith";401353202;"26";273;4;1;0.08;0.62;-0.82;1.67;1.34
"V. Taylor";401353202;"NA";141;2;0;0.13;1.76;1.81;-0.73;-0.67
"V. Whaley";401353202;"63";281;4;1;0.86;-2.15;-0.39;-0.44;-0.66
"W. Clark";401353202;"29";274;4;1;-1.07;-0.6;-0.08;2.76;0.92
"W. McGirt";401353202;"51";278;4;1;0.07;-0.19;-0.07;-1.14;-0.08
"W. Simpson";401353202;"8";268;4;1;0.63;3.28;0.09;-0.44;2.59
"Z. Johnson";401353202;"16";271;4;1;0.66;1.05;-0.25;0.22;1.67
"A. Lahiri";401353201;"NA";143;2;0;0.0;-0.58;1.3;-1.51;-0.79
"A. Landry";401353201;"NA";143;2;0;0.1;-0.17;-0.29;-0.43;-0.79
"A. Long";401353201;"11";276;4;1;-0.18;0.78;0.68;0.57;1.85
"A. Putnam";401353201;"41";282;4;1;-0.39;-0.15;-0.17;1.06;0.35
"A. Rai";401353201;"19";278;4;1;0.6;1.43;-0.2;-0.49;1.35
"A. Schenk";401353201;"29";280;4;1;-0.1;0.51;-0.14;0.57;0.85
"A. Scott";401353201;"54";285;4;1;0.69;-1.07;0.0;-0.03;-0.4
"A. Smalley";401353201;"15";277;4;1;0.38;0.23;0.1;0.89;1.6
"A. Svensson";401353201;"NA";145;2;0;-0.16;-0.7;-0.58;-0.35;-1.79
"A. Wise";401353201;"26";279;4;1;0.59;0.89;-0.61;0.23;1.1
"B. Burgoon";401353201;"35";281;4;1;-0.06;1.27;-0.13;-0.47;0.6
"B. Garnett";401353201;"50";284;4;1;-0.74;-0.11;-0.53;1.22;-0.15
"B. Gay";401353201;"NA";147;2;0;-2.05;-1.79;-0.49;1.55;-2.79
"B. Grace";401353201;"NA";147;2;0;-1.58;-2.26;1.18;-0.13;-2.79
"B. Haas";401353201;"NA";143;2;0;0.05;-1.39;1.03;-0.48;-0.79
"B. Hagy";401353201;"NA";147;2;0;0.32;-1.15;-0.47;-1.49;-2.79
"B. Harman";401353201;"54";285;4;1;-0.16;-0.59;0.7;-0.35;-0.4
"B. Koepka";401353201;"NA";143;2;0;-0.55;-0.81;-0.34;0.92;-0.79
"B. Silverman";401353201;"NA";144;2;0;-0.11;-0.58;0.5;-1.1;-1.29
"B. Snedeker";401353201;"NA";148;2;0;-1.41;-0.89;0.39;-1.39;-3.29
"B. Stuard";401353201;"66";289;4;1;-1.16;-0.17;-0.41;0.34;-1.4
"C. Bezuidenhout";401353201;"NA";144;2;0;-0.67;-0.24;-0.12;-0.26;-1.29
"C. Davis";401353201;"NA";143;2;0;0.18;0.95;0.04;-1.96;-0.79
"C. Hadley";401353201;"NA";146;2;0;-0.27;-0.29;-1.4;-0.32;-2.29
"C. Koepka";401353201;"NA";157;2;0;-0.8;-2.1;-2.79;-2.09;-7.79
"C. Pan";401353201;"NA";144;2;0;0.29;-0.51;0.05;-1.11;-1.29
"C. Reavie";401353201;"41";282;4;1;-0.67;0.56;0.6;-0.15;0.35
"C. Smith";401353201;"15";277;4;1;-0.79;1.02;0.27;1.1;1.6
"C. Stroud";401353201;"35";281;4;1;-0.27;0.81;0.04;0.02;0.6
"C. Tringale";401353201;"7";275;4;1;-0.01;0.56;0.96;0.59;2.1
"D. Frittelli";401353201;"19";278;4;1;0.78;0.46;0.41;-0.3;1.35
"D. Lipsky";401353201;"NA";145;2;0;-0.15;-0.44;-0.53;-0.68;-1.79
"D. McCarthy";401353201;"11";276;4;1;-0.01;-0.03;0.88;1.01;1.85
"D. Redman";401353201;"NA";144;2;0;0.03;0.32;0.21;-1.85;-1.29
"D. Riley";401353201;"29";280;4;1;0.47;0.05;-0.12;0.45;0.85
"D. Willett";401353201;"NA";148;2;0;0.02;-0.38;-1.63;-1.3;-3.29
"F. Molinari";401353201;"NA";72;1;0;-0.15;0.18;-0.72;-1.05;-1.74
"G. Sigg";401353201;"NA";143;2;0;0.26;-0.39;0.15;-0.81;-0.79
"G. Woodland";401353201;"NA";146;2;0;-0.23;-1.49;0.06;-0.64;-2.29
"H. Higgs";401353201;"50";284;4;1;-0.15;-0.76;-0.1;0.86;-0.15
"H. Lebioda";401353201;"15";277;4;1;-0.08;0.6;-0.55;1.62;1.6
"H. Norlander";401353201;"67";290;4;1;-0.24;-0.48;-0.92;-0.01;-1.65
"H. Stenson";401353201;"NA";146;2;0;-0.79;-0.78;-1.28;0.56;-2.29
"H. Swafford";401353201;"35";281;4;1;0.45;0.53;-0.73;0.36;0.6
"H. Varner III";401353201;"NA";77;1;0;-1.12;-4.92;-0.7;0.0;-6.74
"I. Poulter";401353201;"NA";142;2;0;-0.18;-1.09;0.54;0.45;-0.29
"J. Bramlett";401353201;"NA";145;2;0;-0.95;-1.65;0.36;0.46;-1.79
"J. Dahmen";401353201;"5";274;4;1;0.67;1.37;-0.15;0.46;2.35
"J. Day";401353201;"54";285;4;1;-0.48;-0.19;0.03;0.24;-0.4
"J. Dufner";401353201;"NA";142;2;0;0.69;-0.51;-1.25;0.79;-0.29
"J. Hahn";401353201;"NA";142;2;0;0.46;-0.55;0.55;-0.74;-0.29
"J. Herman";401353201;"54";285;4;1;0.11;0.1;-0.17;-0.44;-0.4
"J. Huh";401353201;"NA";145;2;0;0.3;-0.66;-1.19;-0.24;-1.79
"J. Kokrak";401353201;"1";270;4;1;0.54;1.61;-0.97;2.17;3.35
"J. Niemann";401353201;"NA";143;2;0;-0.35;-0.36;0.55;-0.63;-0.79
"J. Poston";401353201;"NA";145;2;0;0.44;-2.54;0.8;-0.49;-1.79
"J. Spaun";401353201;"46";283;4;1;-0.33;-0.09;0.19;0.32;0.1
"J. Vegas";401353201;"26";279;4;1;1.28;0.24;0.13;-0.56;1.1
"J. Walker";401353201;"NA";147;2;0;-1.24;-0.15;0.05;-1.46;-2.79
"K. Hickok";401353201;"4";273;4;1;-0.46;1.08;0.72;1.25;2.6
"K. Kraft";401353201;"29";280;4;1;-0.61;-0.2;-0.6;2.26;0.85
"K. Mitchell";401353201;"41";282;4;1;0.72;-0.79;0.54;-0.12;0.35
"K. Stanley";401353201;"NA";142;2;0;0.2;-0.52;-0.38;0.41;-0.29
"K. Streelman";401353201;"50";284;4;1;-0.29;-0.61;0.34;0.41;-0.15
"K. Tway";401353201;"2";272;4;1;0.97;-0.17;-0.14;2.19;2.85
"L. Griffin";401353201;"64";288;4;1;0.28;-0.52;-0.89;-0.02;-1.15
"L. Hodges";401353201;"46";283;4;1;0.47;-0.45;0.96;-0.88;0.1
"L. List";401353201;"11";276;4;1;0.95;0.91;1.44;-1.45;1.85
"L. Westwood";401353201;"NA";154;2;0;-1.26;-2.21;-1.83;-0.99;-6.29
"M. Daffue";401353201;"64";288;4;1;0.07;-0.39;-0.36;-0.48;-1.15
"M. Homa";401353201;"35";281;4;1;0.36;0.85;-0.32;-0.3;0.6
"M. Hughes";401353201;"29";280;4;1;0.29;-0.09;0.92;-0.27;0.85
"M. Laird";401353201;"NA";143;2;0;0.35;0.81;-0.17;-1.78;-0.79
"M. Leishman";401353201;"19";278;4;1;0.36;0.73;0.05;0.21;1.35
"M. McNealy";401353201;"19";278;4;1;0.26;1.2;-0.28;0.16;1.35
"M. NeSmith";401353201;"46";283;4;1;-0.03;-0.13;0.82;-0.56;0.1
"M. Pereira";401353201;"29";280;4;1;0.0;0.18;-0.37;1.04;0.85
"M. Schwab";401353201;"35";281;4;1;0.08;-0.14;-0.07;0.72;0.6
"M. Trainer";401353201;"5";274;4;1;0.09;0.29;0.03;1.93;2.35
"M. Wolff";401353201;"11";276;4;1;0.41;-0.46;1.07;0.82;1.85
"N. Lashley";401353201;"NA";147;2;0;-0.83;-0.8;-0.74;-0.41;-2.79
"N. Taylor";401353201;"41";282;4;1;0.2;-0.13;0.3;-0.01;0.35
"N. Watney";401353201;"NA";143;2;0;0.43;0.57;-1.04;-0.75;-0.79
"P. Barjon";401353201;"NA";142;2;0;0.37;-0.28;0.03;-0.4;-0.29
"P. Malnati";401353201;"NA";142;2;0;-0.25;0.55;0.99;-1.58;-0.29
"P. Perez";401353201;"NA";146;2;0;-0.36;-0.35;-0.06;-1.53;-2.29
"P. Reed";401353201;"61";287;4;1;-0.28;-0.42;0.12;-0.32;-0.9
"P. Uihlein";401353201;"NA";142;2;0;-0.25;0.06;0.53;-0.63;-0.29
"R. Henley";401353201;"7";275;4;1;0.09;0.78;0.29;0.94;2.1
"R. Knox";401353201;"NA";142;2;0;0.46;0.73;0.38;-1.86;-0.29
"R. Palmer";401353201;"26";279;4;1;0.57;0.69;-0.03;-0.13;1.1
"R. Sloan";401353201;"NA";144;2;0;0.13;-1.92;0.54;-0.03;-1.29
"R. Streb";401353201;"7";275;4;1;0.59;-0.28;0.95;0.84;2.1
"R. Werenski";401353201;"50";284;4;1;-0.34;0.47;-0.7;0.41;-0.15
"S. Bae";401353201;"NA";142;2;0;-0.04;-0.24;0.27;-0.28;-0.29
"S. Burns";401353201;"7";275;4;1;0.19;0.75;0.4;0.76;2.1
"S. Cink";401353201;"NA";144;2;0;-0.18;-0.49;0.04;-0.66;-1.29
"S. Im";401353201;"19";278;4;1;0.66;1.26;-0.17;-0.39;1.35
"S. Jaeger";401353201;"35";281;4;1;0.01;-0.39;0.92;0.06;0.6
"S. Kang";401353201;"NA";74;1;0;-0.51;-3.52;-0.52;0.8;-3.74
"S. Lowry";401353201;"NA";142;2;0;1.02;-0.98;0.21;-0.54;-0.29
"S. Munoz";401353201;"NA";143;2;0;-0.36;-0.4;0.85;-0.88;-0.79
"S. Piercy";401353201;"19";278;4;1;-0.65;1.76;0.59;-0.35;1.35
"S. Power";401353201;"NA";145;2;0;0.49;-0.52;-0.19;-1.57;-1.79
"S. Ryder";401353201;"NA";145;2;0;-0.03;-1.26;0.18;-0.67;-1.79
"S. Scheffler";401353201;"2";272;4;1;0.98;0.89;0.97;0.01;2.85
"S. Stallings";401353201;"61";287;4;1;-0.37;-0.1;-0.53;0.09;-0.9
"S. Stefani";401353201;"NA";143;2;0;-1.14;-0.27;-0.67;1.29;-0.79
"S. Straka";401353201;"NA";142;2;0;0.41;0.32;0.97;-1.99;-0.29
"S. Theegala";401353201;"61";287;4;1;-0.32;1.12;-0.76;-0.94;-0.9
"T. Duncan";401353201;"29";280;4;1;0.21;0.7;0.15;-0.22;0.85
"T. Finau";401353201;"NA";142;2;0;0.52;0.32;0.55;-1.68;-0.29
"T. Gooch";401353201;"60";286;4;1;0.03;0.05;-0.27;-0.46;-0.65
"T. Hatton";401353201;"NA";143;2;0;-0.17;-1.8;0.77;0.41;-0.79
"T. Hoge";401353201;"46";283;4;1;-0.26;1.56;-0.2;-1.01;0.1
"T. McCumber";401353201;"NA";142;2;0;1.46;0.14;-1.22;-0.66;-0.29
"T. Moore";401353201;"NA";143;2;0;0.13;-0.33;0.51;-1.1;-0.79
"T. Mullinax";401353201;"NA";142;2;0;0.54;-0.99;0.48;-0.32;-0.29
"T. Pendrith";401353201;"NA";149;2;0;-0.09;-1.78;-0.7;-1.22;-3.79
"V. Whaley";401353201;"15";277;4;1;0.53;0.55;-0.11;0.63;1.6
"W. Clark";401353201;"41";282;4;1;-0.05;0.09;0.27;0.05;0.35
"Z. Johnson";401353201;"54";285;4;1;-0.75;-0.22;0.16;0.41;-0.4
"A. Ancer";401353196;"14";269;4;1;0.01;0.72;-0.9;1.35;1.18
"A. Noren";401353196;"59";278;4;1;0.18;-1.05;-0.23;0.04;-1.07
"A. Scott";401353196;"5";267;4;1;0.25;1.06;-0.25;0.62;1.68
"A. Wise";401353196;"5";267;4;1;0.04;1.05;0.3;0.29;1.68
"B. Grace";401353196;"68";281;4;1;0.06;-0.2;-0.18;-1.5;-1.82
"B. Harman";401353196;"72";282;4;1;-0.58;-0.71;-0.82;0.05;-2.07
"B. Koepka";401353196;"38";273;4;1;0.42;-0.4;-0.15;0.31;0.18
